multiple_label,No,Source,Destination,tcp_srcport,tcp_dstport,udp_srcport,udp_dstport,Protocol,tcp_flag,ICMP_Type,ICMP_Code,Info,User_Agent,Length,Delta_Time,Relative_Time,Absolute_Time,Cumu_Bytes,TTL,Status_Code,Status_Code_Description,Content_Type,Referer,Request_Method,Cookie,http_server,http_request_uri_query,http_request_uri_query_parameter,Connection,http_request_uri_path,http_request_full_uri,Content_Length,Response_Line,Request_Line,issuerNameHash,HTTP_Host,Server_Name,producedAt,thisUpdate,nextUpdate,Cipher_Suite,Cipher_Suites_Length,Cipher_Spec,Cipher_Spec_Length,Compression_Method,Handshake_Type,Handshake_Message_Length,Certificate_Status_Type,TLS_Version,TLS_Length,Challenge_Length,Extension_Type,Extension_Length,Extensions_Length,EC_point_format,EC_point_formats_Length,ALPN_Next_Protocol,ALPN_string_Length,Signature_Hash_Algorithm_Hash,Supported_Groups_List_Length,Supported_Group,Renegotiation_info_extension_Length,Request_URI,label
Zeus,324097,10.0.2.103,74.125.133.147,62870.0,80.0,,,TCP,0x010,,,62870  >  80 [ACK] Seq=2687526744 Ack=2860233246 Win=63701 Len=0,,54,0.000135,2431747.644116,1970-01-29 03:29:07.644133,88906763,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Virut2,199182,147.32.84.165,212.117.171.138,4683.0,65500.0,,,TLSv1,0x018,,,Ignored Unknown Record,,642,7.900000000000001e-05,13926.385288,2011-08-15 20:09:11.736253,74361129,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,56744,10.0.2.104,147.32.83.57,49174.0,5552.0,,,TCP,0x010,,,49174  >  5552 [ACK] Seq=3725925774 Ack=27082440 Win=65535 Len=0,,54,0.199372,400182.804463,1970-01-05 15:09:42.804483,26062112,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,247004,147.32.84.165,184.173.217.40,4602.0,443.0,,,TCP,0x002,,,[TCP Retransmission] 4602  >  443 [SYN] Seq=1853651887 Win=64240 Len=0 MSS=1460 SACK_PERM=1,,62,0.454789,21217.783424,2011-08-15 22:10:43.134389,86577313,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,49796,147.32.80.9,147.32.84.165,,,53.0,2324.0,DNS,,,,Standard query response 0xed00 MX yahoo.com MX 1 i.mx.mail.yahoo.com MX 1 j.mx.mail.yahoo.com MX 1 k.mx.mail.yahoo.com MX 1 l.mx.mail.yahoo.com MX 1 m.mx.mail.yahoo.com MX 1 n.mx.mail.yahoo.com MX 1 o.mx.mail.yahoo.com MX 1 a.mx.mail.yahoo.com MX 1 b.mx.mail.yahoo.com MX 1 c.mx.mail.yahoo.com MX 1 d.mx.mail.yahoo.com MX 1 e.mx.mail.yahoo.com MX 1 f.mx.mail.yahoo.com MX 1 g.mx.mail.yahoo.com MX 1 h.mx.mail.yahoo.com NS ns8.yahoo.com NS ns4.yahoo.com NS ns2.yahoo.com NS ns5.yahoo.com NS ns1.yahoo.com NS ns3.yahoo.com NS ns6.yahoo.com A 67.195.168.31 A 74.6.136.65 A 98.139.175.225 A 209.191.88.254 A 67.195.168.230,,553,0.0008699999999999,3450.201918,2011-08-15 17:14:35.552883,13583627,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,282825,195.113.232.99,147.32.84.165,80.0,8108.0,,,HTTP,0x010,,,Continuation,,7354,0.001111,28131.089837,2011-08-16 00:05:56.440802,91041806,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
Zeus,133923,173.194.122.31,10.0.2.103,80.0,54567.0,,,HTTP,0x018,,,HTTP/1.1 302 Found  (text/html),,1193,0.028173,1004815.015956,1970-01-12 15:06:55.015973,37390149,64,302.0,Found,text/html; charset=UTF-8,,,,gws,,,close,,,274.0,"Location: https://www.google.cz/?gfe_rd=cr&ei=F45pVIP0B--RigbJ3IDIDg&gws_rd=ssl\\r\\n,Cache-Control: private\\r\\n,Content-Type: text/html; charset=UTF-8\\r\\n,Set-Cookie: PREF=ID=6bdbf7ce3ca894d8:FF=0:TM=1416203799:LM=1416203799:S=s0UHhKQtnnxxK9eA; expires=Wed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.google.cz/?gfe_rd=cr&ei=F45pVIP0B--RigbJ3IDIDg,malicious
njRAT3,279482,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2114105066 Ack=1952914996 Win=65535 Len=1030",,1084,2.800323,1919300.303538,1970-01-23 05:08:20.303558,130429629,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,52727,fe80::50be:8acf:be49:8c14,ff02::1:2,,,546.0,547.0,DHCPv6,,,,Solicit XID: 0x64d8b8 CID: 000100011751c3220800273c8dc9 ,,146,32.006335,379695.594423,1970-01-05 09:28:15.594440,15619835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,79206,147.32.84.165,184.173.217.40,2100.0,443.0,,,TCP,0x002,,,[TCP Out-Of-Order] 2100  >  443 [SYN] Seq=1281467312 Win=64240 Len=0 MSS=1460 SACK_PERM=1,,62,9e-06,5621.557938,2011-08-15 17:50:46.908903,24315575,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
Zeus,409778,173.194.67.94,10.0.2.103,80.0,50175.0,,,TCP,0x010,,,80  >  50175 [ACK] Seq=518610550 Ack=1688081047 Win=65535 Len=0,,54,0.000183,3080880.830373,1970-02-05 15:48:00.830390,112553358,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,261988,10.0.2.104,147.32.83.57,49178.0,5552.0,,,TCP,0x010,,,49178  >  5552 [ACK] Seq=1952914996 Ack=2106400666 Win=65535 Len=0,,54,0.2064099999999999,1815716.376601,1970-01-22 00:21:56.376621,121630021,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Zeus,351969,10.0.2.103,74.125.71.94,64019.0,80.0,,,TCP,0x002,,,64019  >  80 [SYN] Seq=1254010040 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,,66,0.000159,2644987.846941,1970-01-31 14:43:07.846958,96737198,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Virut2,8380,147.32.84.165,212.117.171.138,1882.0,65500.0,,,TCP,0x010,,,[TCP Retransmission] 1882  >  65500 [ACK] Seq=2435107851 Ack=2540946885 Win=64240 Len=1460,,1514,0.009505,697.36954,2011-08-15 16:28:42.720505,2573040,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,183903,10.0.2.103,8.8.8.8,,,55955.0,53.0,DNS,,,,Standard query 0x3409 A xvmvozficeaydcmuozaiirtifx.org,,90,12.513849,1371566.6496,1970-01-16 20:59:26.649617,50844461,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,429426,173.192.170.88,147.32.84.165,80.0,21896.0,,,HTTP,0x018,,,Continuation,,84,1e-05,56331.911237,2011-08-16 07:55:57.262202,106528547,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
njRAT3,456440,10.0.2.104,147.32.83.57,49178.0,5552.0,,,TCP,0x010,,,49178  >  5552 [ACK] Seq=1952914996 Ack=2192981436 Win=65535 Len=0,,54,0.198167,2961359.0953430003,1970-02-04 06:35:59.095363,220380753,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,520244,fe80::c06e:84b6:bcb8:a750,ff02::1:2,,,546.0,547.0,DHCPv6,,,,Solicit XID: 0x916494 CID: 000100011751c3220800273c8dc9 ,,146,32.00585,3320278.411078,1970-02-08 10:17:58.411098,252864185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
poisonivy1,573,20.191.48.196,192.168.100.197,443.0,53232.0,,,TLSv1.2,0x018,,,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,312,0.000182,254.570838,2020-04-29 09:32:43.536157,68776,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,New Session Ticket,198.0,,"TLS 1.2,TLS 1.2,TLS 1.2","202,1,40",,,,,,,,,,,,,,malicious
benign,182728,65.55.255.13,147.32.84.165,443.0,3216.0,,,TLSv1,0x018,,,Ignored Unknown Record,,5894,1.8e-05,12797.298819,2011-08-15 19:50:22.649784,67691191,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,333415,147.32.84.165,184.173.217.40,12399.0,443.0,,,TCP,0x002,,,[TCP Retransmission] 12399  >  443 [SYN] Seq=2363921498 Win=64240 Len=0 MSS=1460 SACK_PERM=1,,62,5e-06,37556.95162,2011-08-16 02:43:02.302585,96452979,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
njRAT3,177852,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2069044626 Ack=1952914996 Win=65535 Len=1030",,1084,2.794315,1311833.846102,1970-01-16 04:23:53.846122,78996681,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,301595,fe80::50be:8acf:be49:8c14,ff02::1:2,,,546.0,547.0,DHCPv6,,,,Solicit XID: 0x2c9ccd CID: 000100011751c3220800273c8dc9 ,,146,2.002697,2260679.429743,1970-01-27 03:57:59.429760,82558071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,80027,10.0.2.103,108.234.133.110,,,1416.0,8387.0,UDP,,,,1416  >  8387 Len=270,,312,8.222368,591760.346669,1970-01-07 20:22:40.346686,22962374,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
Zeus,10023,10.0.2.103,173.194.122.31,49544.0,443.0,,,TCP,0x004,,,49544  >  443 [RST] Seq=231911340 Win=0 Len=0,,54,8.499999999999999e-05,71698.547177,1970-01-01 19:54:58.547194,2956065,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Ramnit,19131,91.220.62.30,192.168.1.116,443.0,49533.0,,,HTTP,0x018,,,HTTP/1.1 400 Bad Request ,,172,0.000403,15075.019144999998,1970-01-01 04:11:15.019156,1808142,64.0,400.0,Bad Request,text/html,,,,mitmproxy 2.0.2,,,close,,,604.0,"Server: mitmproxy 2.0.2\\r\\n,Content-Length: 604\\r\\n,Connection: close\\r\\n,Content-Type: text/html\\r\\n",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,495133,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2210192736 Ack=1952914996 Win=65535 Len=1030",,1084,2.805257,3187645.285793,1970-02-06 21:27:25.285813,240008787,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,101461,fe80::50be:8acf:be49:8c14,ff02::1:2,,,546.0,547.0,DHCPv6,,,,Solicit XID: 0x6e14c7 CID: 000100011751c3220800273c8dc9 ,,146,16.003335999999997,756726.24071,1970-01-09 18:12:06.240727,28704298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
Zeus,261290,10.0.2.103,74.125.133.147,60290.0,80.0,,,HTTP,0x018,,,GET / HTTP/1.1 ,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),315,0.000133,1952597.790958,1970-01-23 14:23:17.790975,71419296,128,,,,,GET,,,,,Close,,http://www.google.com/,,,"Accept: */*\\r\\n,Accept-Language: en-US\\r\\n,User-Agent: Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)\\r\\n,Host: www.google.com\\r\\n,Connection: Close\\r",,www.google.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Remcos2,1000,192.168.100.159,79.134.225.28,53680.0,24007.0,,,TCP,0x002,,,[TCP Retransmission] 53680  >  24007 [SYN] Seq=4058214355 Win=8192 Len=0 MSS=1460 SACK_PERM=1,,62,0.228625,329.562768,2020-10-31 19:15:36.247980,61241,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,267868,147.32.84.165,184.173.217.40,6645.0,443.0,,,TCP,0x002,,,[TCP Retransmission] 6645  >  443 [SYN] Seq=4004977885 Win=64240 Len=0 MSS=1460 SACK_PERM=1,,62,1e-05,25252.712891,2011-08-15 23:17:58.063856,89152947,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
benign,320996,147.32.84.165,184.173.217.40,11955.0,443.0,,,TCP,0x002,,,[TCP Retransmission] 11955  >  443 [SYN] Seq=2194082550 Win=64240 Len=0 MSS=1460 SACK_PERM=1,,62,9e-06,36661.160952,2011-08-16 02:28:06.511917,95143928,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
Zeus,126877,173.194.122.31,10.0.2.103,443.0,54276.0,,,SSLv3,0x010,,,Continuation Data,,1474,4.6e-05,950569.172308,1970-01-12 00:02:49.172325,35508303,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,234142,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2093995346 Ack=1952914996 Win=65535 Len=1030",,1084,2.795248,1653540.744847,1970-01-20 03:19:00.744867,107483563,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Zeus,211123,173.194.78.94,10.0.2.103,80.0,58215.0,,,TCP,0x012,,,"80  >  58215 [SYN, ACK] Seq=997256705 Ack=62949830 Win=65535 Len=0 MSS=1460",,58,0.019558,1567329.987222,1970-01-19 03:22:09.987239,57725267,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,402121,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2168832056 Ack=1952914996 Win=65535 Len=1030",,1084,2.807168,2638043.692952,1970-01-31 12:47:23.692972,192830773,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,456509,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2193014396 Ack=1952914996 Win=65535 Len=1030",,1084,2.805544,2961457.94875,1970-02-04 06:37:37.948770,220418421,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,15856,10.0.2.104,147.32.83.57,49174.0,5552.0,,,TCP,0x010,,,49174  >  5552 [ACK] Seq=3725925774 Ack=8893670 Win=64505 Len=0,,54,0.203396,148939.262219,1970-01-02 17:22:19.262239,5293958,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,468943,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2198579486 Ack=1952914996 Win=65535 Len=1030",,1084,2.803366,3033037.792597,1970-02-05 02:30:37.792617,226758071,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,78015,10.0.2.103,203.45.203.83,,,1416.0,5732.0,UDP,,,,1416  >  5732 Len=172,,214,5.09646,576126.187717,1970-01-07 16:02:06.187734,22417307,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
njRAT3,356250,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2148378316 Ack=1952914996 Win=65535 Len=1030",,1084,3.002643,2368403.554042,1970-01-28 09:53:23.554062,169500329,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
zebrocy3,85,192.168.100.43,191.101.31.221,49679.0,80.0,,,TCP,0x002,,,49679  >  80 [SYN] Seq=1940845427 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,66,0.381418,40.565394,2019-02-03 03:09:54.857421,9132,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,45949,147.32.84.165,147.32.80.9,,,1278.0,53.0,DNS,,,,Standard query 0xc0c2 A mx2.myacc.net,,73,1e-05,3024.565421,2011-08-15 17:07:29.916386,12686338,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
Virut1,17702,147.32.84.165,212.117.171.138,1570.0,65500.0,,,HTTP,0x018,,,Continuation,,336,0.000263,632.275798,2011-08-15 16:03:15.757232,10619858,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,440756,10.0.2.103,78.8.77.198,,,1416.0,2652.0,UDP,,,,1416  >  2652 Len=105,,147,8.562324,3318314.834269,1970-02-08 09:45:14.834286,121117831,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
njRAT3,608280,10.0.2.104,147.32.83.57,49178.0,5552.0,,,TCP,0x010,,,49178  >  5552 [ACK] Seq=1952914996 Ack=2260395966 Win=64505 Len=0,,54,0.192277,3847828.710775,1970-02-14 12:50:28.710795,297275195,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
benign,220872,147.32.84.165,184.173.217.40,2101.0,443.0,,,TCP,0x002,,,[TCP Retransmission] 2101  >  443 [SYN] Seq=3375252727 Win=64240 Len=0 MSS=1460 SACK_PERM=1,,62,0.453924,16346.493263,2011-08-15 20:49:31.844228,82957633,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benign
njRAT3,191300,10.0.2.104,147.32.83.57,49178.0,5552.0,,,TCP,0x010,,,49178  >  5552 [ACK] Seq=1952914996 Ack=2074963006 Win=65535 Len=0,,54,0.195888,1395653.639731,1970-01-17 03:40:53.639751,85763387,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
Virut2,207939,147.32.84.165,72.21.203.148,1088.0,80.0,,,TCP,0x010,,,1088  >  80 [ACK] Seq=3842120665 Ack=1342953525 Win=64240 Len=0,,60,0.000429,14253.488561000002,2011-08-15 20:14:38.839526,79872390,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
njRAT3,486064,147.32.83.57,10.0.2.104,5552.0,49178.0,,,TCP,0x018,,,"5552  >  49178 [PSH, ACK] Seq=2206186036 Ack=1952914996 Win=65535 Len=1030",,1084,2.805988,3135007.394687,1970-02-06 06:50:07.394707,235438285,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malicious
