Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage,__source_file
192.168.3.29-8.8.8.8-45059-53-17,192.168.3.29,45059,8.8.8.8,53,17,15/07/2019 08:33:40 PM,15146,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.51229260478471,18024.560940182226,264.096130991681,5048.666666666666,8147.392241283915,14449.0,24.0,0.0,0.0,0.0,0.0,0.0,15146.0,7573.0,10675.898182354496,15122.0,24.0,0,0,0,0,8,24,66.02403274792024,198.0720982437608,45.0,106.0,63.6,27.45541840875859,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-8.8.8.8-51075-53-17,192.168.3.29,51075,8.8.8.8,53,17,16/07/2019 07:45:53 PM,14758,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,18498.4415232,271.039436238,4919.33333333,8439.14221549,14664.0,32.0,0.0,0.0,0.0,0.0,0.0,14758.0,7379.0,10390.2270428,14726.0,32.0,0,0,0,0,8,24,67.7598590595,203.279577178,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-58490-53-17,192.168.3.29,58490,8.8.8.8,53,17,18/07/2019 07:39:39 PM,52405,1,3,51.0,295.0,51.0,51.0,51.0,0.0,128.0,51.0,98.3333333333,41.4286535303,6602.42343288,76.3285945998,17468.3333333,26552.079585900006,48128.0,2099.0,0.0,0.0,0.0,0.0,0.0,52405.0,26202.5,34087.496600700004,50306.0,2099.0,0,0,0,0,8,24,19.0821486499,57.2464459498,51.0,128.0,79.4,39.1190490682,1530.3,0,0,0,0,0,0,0,0,3.0,99.25,51.0,98.3333333333,0,0,0,0,0,0,1,51,3,295,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-60200-53-17,192.168.3.29,60200,8.8.8.8,53,17,16/07/2019 06:48:27 PM,15834,1,3,46.0,394.0,46.0,46.0,46.0,0.0,250.0,46.0,131.33333333299998,106.006289122,27788.3036504,252.620942276,5278.0,5937.47092624,12134.0,1847.0,0.0,0.0,0.0,0.0,0.0,15834.0,7917.0,8584.276323600001,13987.0,1847.0,0,0,0,0,8,24,63.155235569,189.465706707,46.0,250.0,97.2,88.3357232381,7803.2,0,0,0,0,0,0,0,0,3.0,121.5,46.0,131.33333333299998,0,0,0,0,0,0,1,46,3,394,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9003-53664-6,206.207.50.50,53664,192.168.3.29,9003,6,17/07/2019 03:57:48 PM,65,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46153.84615380001,32.5,31.8198051534,55.0,10.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,65.0,65.0,0,0,0,0,32,64,15384.615384600002,30769.230769200003,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,227,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Directory Bruteforce,Establish Foothold,enp0s3-public-wednesday.pcap_Flow.csv
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,16/07/2019 03:02:48 PM,119731632,90,1,26092.0,289.0,296.0,288.0,289.911111111,2.40619259339,289.0,289.0,289.0,0.0,220.334422569,0.760033071294,1330351.46667,1717538.64462,8955478.0,278594.0,119393596.0,1341501.07865,1723991.19614,8955478.0,278594.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,720,8,0.751681059522,0.00835201177246,288.0,296.0,289.891304348,2.38335123621,5.68036311515,0,0,0,0,0,0,0,0,0.0,293.076923077,289.911111111,289.0,0,0,0,0,0,0,90,26092,1,289,-1,-1,90,0,17774114.25,4687363.87692,20130371.0,10743102.0,8930880.0,21000.5691193,8955478.0,8911169.0,Normal,Benign,enp0s3-pvt-tuesday.pcap_Flow.csv
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,19/07/2019 05:16:09 PM,100028251,21,1,1064.0,52.0,52.0,48.0,50.6666666667,1.93218356616,52.0,52.0,52.0,0.0,11.1568480788,0.219937865354,4763250.04762,7268759.17953,20018707.0,2.0,80026099.0,4001304.95,6540810.59217,20018707.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,8,0.209940689656,0.00999717569789,48.0,52.0,50.7826086957,1.88188787559,3.54150197628,0,0,0,0,0,0,0,0,0.0,53.0909090909,50.6666666667,52.0,0,0,0,0,0,0,21,1064,1,52,-1,-1,21,0,2203310.0,1908093.71748,3306617.0,34.0,15020895.1667,5416728.07063,20018707.0,7289240.0,BENIGN,BENIGN,enp0s3-tcpdump-pvt-friday.pcap_Flow.csv
184.98.36.245-192.168.3.29-20524-80-6,184.98.36.245,20524,192.168.3.29,80,6,16/07/2019 06:14:31 PM,2692288,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428625763660001,2692288.0,0.0,2692288.0,2692288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.371431288183,0.371431288183,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-60373-53-17,192.168.3.29,60373,8.8.8.8,53,17,18/07/2019 09:17:33 PM,77889,1,3,53.0,308.0,53.0,53.0,53.0,0.0,148.0,53.0,102.666666667,47.6480149989,4634.80080628,51.3551335875,25963.0,22577.3249301,41452.0,58.0,0.0,0.0,0.0,0.0,0.0,77889.0,38944.5,3628.16489427,41510.0,36379.0,0,0,0,0,8,24,12.8387833969,38.5163501907,53.0,148.0,82.8,43.3035795287,1875.2,0,0,0,0,0,0,0,0,3.0,103.5,53.0,102.666666667,0,0,0,0,0,0,1,53,3,308,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.30-192.168.101.125-39822-11129-6,192.168.3.30,39822,192.168.101.125,11129,6,19/07/2019 07:47:32 PM,15037720,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332497213673,3759430.0,3096144.9265,8009766.0,1008145.0,14029575.0,4676525.0,3054961.64865,8009766.0,2009945.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,40,0.265997770939,0.0664994427347,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,29200,0,0,7027954.0,0.0,7027954.0,7027954.0,8009766.0,0.0,8009766.0,8009766.0,BENIGN,BENIGN,enp0s3-tcpdump-pvt-friday.pcap_Flow.csv
184.98.36.245-192.168.3.29-50371-80-6,184.98.36.245,50371,192.168.3.29,80,6,16/07/2019 07:44:52 PM,58034869,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344620403985,58034869.0,0.0,58034869.0,58034869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.0172310201993,0.0172310201993,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,839,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-55648-53-17,192.168.3.29,55648,8.8.8.8,53,17,16/07/2019 01:53:50 PM,15463,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,17655.0475328,258.682015133,5154.33333333,8809.78917644,15327.0,63.0,0.0,0.0,0.0,0.0,0.0,15463.0,7731.5,10844.8967031,15400.0,63.0,0,0,0,0,8,24,64.67050378319999,194.01151135,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,17/07/2019 06:54:05 PM,119845595,312,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6116938215400003,384120.496795,326732.655102,2237795.0,19.0,119602784.0,384574.868167,327160.473099,2237795.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.60334975182,0.00834406971737,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,312,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-58689-53-17,192.168.3.29,58689,8.8.8.8,53,17,19/07/2019 01:03:14 PM,14119,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19335.6470005,283.306183157,4706.33333333,7979.62657856,13920.0,24.0,0.0,0.0,0.0,0.0,0.0,14119.0,7059.5,9949.69951808,14095.0,24.0,0,0,0,0,8,24,70.8265457894,212.479637368,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-tcpdump-friday.pcap_Flow.csv
192.168.3.1-192.168.3.29-50944-4567-6,192.168.3.1,50944,192.168.3.29,4567,6,15/07/2019 01:57:03 PM,13,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153846.15384615384,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,0,0,0,0,0,44,0.0,153846.15384615384,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
184.98.36.245-192.168.3.29-47328-9000-6,184.98.36.245,47328,192.168.3.29,9000,6,16/07/2019 07:28:45 PM,10081,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.786033132,3360.33333333,5683.68316616,9923.0,26.0,9923.0,9923.0,0.0,9923.0,9923.0,132.0,132.0,0.0,132.0,132.0,0,0,0,0,40,40,198.393016566,198.393016566,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Vulnerability Scan,Reconnaissance,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-192.168.3.30-55250-57294-6,192.168.3.29,55250,192.168.3.30,57294,6,18/07/2019 12:47:57 PM,19,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105263.157895,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,0,44,0.0,105263.157895,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Account Discovery,Lateral Movement,enp0s3-pvt-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-46966-53-17,192.168.3.29,46966,8.8.8.8,53,17,18/07/2019 07:35:11 PM,16961,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,16095.749071399998,235.835151229,5653.66666667,4587.65673665,10951.0,2988.0,0.0,0.0,0.0,0.0,0.0,16961.0,8480.5,7767.56799133,13973.0,2988.0,0,0,0,0,8,24,58.9587878073,176.876363422,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9002-37982-6,206.207.50.50,37982,192.168.3.29,9002,6,16/07/2019 05:13:22 PM,183611,103,105,16310.0,52568.0,192.0,0.0,158.349514563,26.7386438192,552.0,0.0,500.647619048,101.273808307,375130.030336,1132.82973242,887.0096618360001,648.302555748,3399.0,29.0,182461.0,1788.83333333,475.630901146,3715.0,29.0,183611.0,1765.49038462,527.041697936,3950.0,117.0,0,0,0,0,3296,3376,560.968569421,571.861163002,0.0,552.0,329.559808612,187.863666586,35292.757223,0,1,0,0,0,0,0,0,1.0,331.144230769,158.349514563,500.647619048,0,0,0,0,0,0,103,16310,105,52568,-1,269,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Directory Bruteforce,Reconnaissance,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-192.168.3.30-55249-57294-6,192.168.3.29,55249,192.168.3.30,57294,6,18/07/2019 12:47:57 PM,191,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471.2041885,191.0,0.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,191.0,191.0,0.0,191.0,191.0,0,0,0,0,0,44,0.0,10471.2041885,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-192.168.3.30-55249-2006-6,192.168.3.29,55249,192.168.3.30,2006,6,18/07/2019 12:47:38 PM,14,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.142857,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,44,0.0,142857.142857,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Account Discovery,Lateral Movement,enp0s3-pvt-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-44864-53-17,192.168.3.29,44864,8.8.8.8,53,17,19/07/2019 05:18:27 PM,20877,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,13076.5914643,191.598409733,6959.0,6920.0312138,13891.0,51.0,0.0,0.0,0.0,0.0,0.0,20877.0,10438.5,4954.69721577,13942.0,6935.0,0,0,0,0,8,24,47.8996024333,143.6988073,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-tcpdump-friday.pcap_Flow.csv
192.168.3.29-23.62.236.171-50240-80-6,192.168.3.29,50240,23.62.236.171,80,6,15/07/2019 08:24:13 PM,110651279,21,18,1480.0,1920.0,296.0,0.0,70.47619047619048,129.1849910197075,384.0,0.0,106.66666666666666,176.9812220015911,30.727164030340763,0.3524586462303793,2911875.7631578944,4457308.523820762,10230796.0,17.0,110625370.0,5531268.500000002,4852645.853816425,10243751.0,459.0,110651279.0,6508898.764705882,4610320.248703508,10243813.0,836.0,0,0,0,0,672,592,0.1897854248932812,0.1626732213370981,0.0,384.0,84.99999999999999,150.75536304615994,22727.17948717948,0,1,0,0,0,0,0,0,0.0,87.1794871794872,70.47619047619048,106.66666666666669,0,0,0,0,0,0,21,1480,18,1920,-1,269,5,0,882592.3,1829755.9153913308,4411645.0,12916.0,10181234.900000002,86569.82891214298,10230796.0,10001742.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
184.98.36.245-192.168.3.29-51607-9002-6,192.168.3.29,9002,184.98.36.245,51607,6,16/07/2019 08:14:14 PM,2283,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.040297854,2283.0,0.0,2283.0,2283.0,0.0,0.0,0.0,0.0,0.0,2283.0,2283.0,0.0,2283.0,2283.0,0,0,0,0,0,40,0.0,876.040297854,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,260,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-44912-53-17,192.168.3.29,44912,8.8.8.8,53,17,16/07/2019 12:57:06 PM,14031,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19456.916827,285.083030433,4677.0,8019.45515606,13937.0,16.0,0.0,0.0,0.0,0.0,0.0,14031.0,7015.5,9898.78782983,14015.0,16.0,0,0,0,0,8,24,71.2707576082,213.812272824,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.1-192.168.3.30-34479-2000-6,192.168.3.1,34479,192.168.3.30,2000,6,15/07/2019 01:57:13 PM,14,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14285714287,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,44,0.0,142857.14285714287,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-monday-pvt.pcap_Flow.csv
192.168.3.29-74.125.20.189-34942-443-6,192.168.3.29,34942,74.125.20.189,443,6,15/07/2019 08:22:41 PM,103430080,10,9,117.0,337.0,39.0,0.0,11.7,18.838789770046272,53.0,0.0,37.44444444444445,21.91524076476865,4.3894387396780505,0.1836989780922532,5746115.555555556,10080442.997269263,28817085.0,8.0,103430001.0,11492222.333333336,11901411.893326102,28817136.0,41717.0,103430080.0,12928760.0,11871829.15757859,28817134.0,17.0,0,1,0,0,320,288,0.0966836726801332,0.0870153054121199,0.0,53.0,25.25000000000001,23.92284748057696,572.3026315789475,0,0,0,1,1,0,0,0,0.0,26.578947368421048,11.7,37.44444444444444,0,0,0,0,0,0,10,117,9,337,-1,361,3,0,13942.333333333332,21525.01058458896,41745.0,44.0,17217397.333333332,10422513.629880628,28817085.0,5871542.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-192.168.3.34-47916-4444-6,192.168.3.29,47916,192.168.3.34,4444,6,18/07/2019 08:05:14 PM,22260,5,6,344.0,0.0,137.0,0.0,68.8,51.5916659936,0.0,0.0,0.0,0.0,15453.7286613,494.159928122,2226.0,3958.76473439,12904.0,50.0,21630.0,5407.5,5316.23616857,13295.0,1701.0,22260.0,4452.0,5286.91450659,13245.0,277.0,0,0,0,0,160,208,224.618149146,269.541778976,0.0,137.0,28.6666666667,47.1483795795,2222.96969697,0,1,0,0,0,0,0,0,1.0,31.2727272727,68.8,0.0,0,0,0,0,0,0,5,344,6,0,-1,235,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backdoor,Lateral Movement,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9003-52176-6,206.207.50.50,52176,192.168.3.29,9003,6,17/07/2019 03:57:26 PM,263844,103,105,11025.0,45885.0,119.0,0.0,107.038834951,15.2950859276,471.0,0.0,437.0,87.42623264129999,215695.63833200003,788.344627886,1274.60869565,1539.08489282,17256.0,45.0,261538.0,2564.09803922,1827.7443736,17256.0,295.0,263844.0,2536.96153846,1869.39007718,17596.0,75.0,0,0,0,0,3296,3376,390.38219554,397.962432346,0.0,471.0,272.296650718,177.51239945400002,31510.6519599,0,1,0,0,0,0,0,0,1.0,273.605769231,107.038834951,437.0,0,0,0,0,0,0,103,11025,105,45885,-1,227,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Directory Bruteforce,Establish Foothold,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 04:03:45 PM,102859108,26,1,1312.0,52.0,52.0,48.0,50.46153846153847,1.984555753427336,52.0,52.0,52.0,0.0,13.260857755056556,0.2624949848874832,3956119.538461538,6659072.524346334,19999950.0,3.0,90002101.0,3600084.0400000005,6538942.137320822,19999950.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,208,8,0.2527729484101689,0.0097220364773141,48.0,52.0,50.57142857142857,1.9518001458970653,3.809523809523808,0,0,0,0,0,0,0,0,0.0,52.44444444444444,50.46153846153846,52.0,0,0,0,0,0,0,26,1312,1,52,-1,-1,26,0,3493919.333333333,3575074.213632821,7145003.0,41.0,14921400.333333336,5135840.798113145,19999950.0,6494867.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-8.8.8.8-34394-53-17,192.168.3.29,34394,8.8.8.8,53,17,18/07/2019 04:08:43 PM,14162,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19276.9382856,282.445982206,4720.66666667,8114.97013755,14091.0,16.0,0.0,0.0,0.0,0.0,0.0,14162.0,7081.0,9991.41881817,14146.0,16.0,0,0,0,0,8,24,70.6114955515,211.834486654,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-40903-53-17,192.168.3.29,40903,8.8.8.8,53,17,16/07/2019 06:27:22 PM,46004,1,3,53.0,499.0,53.0,53.0,53.0,0.0,235.0,53.0,166.33333333299998,98.8803991362,11998.9566125,86.94896095989998,15334.6666667,13207.4448828,23109.0,85.0,0.0,0.0,0.0,0.0,0.0,46004.0,23002.0,271.529003976,23194.0,22810.0,0,0,0,0,8,24,21.73724024,65.2117207199,53.0,235.0,121.0,93.498663092,8742.0,0,0,0,0,0,0,0,0,3.0,151.25,53.0,166.33333333299998,0,0,0,0,0,0,1,53,3,499,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-40378-53-17,192.168.3.29,40378,8.8.8.8,53,17,18/07/2019 08:08:22 PM,86230,1,3,54.0,311.0,54.0,54.0,54.0,0.0,149.0,54.0,103.666666667,47.6480149989,4232.86559202,46.3875681317,28743.3333333,25813.2805806,50066.0,45.0,0.0,0.0,0.0,0.0,0.0,86230.0,43115.0,9893.83808236,50111.0,36119.0,0,0,0,0,8,24,11.5968920329,34.7906760988,54.0,149.0,83.8,43.3035795287,1875.2,0,0,0,0,0,0,0,0,3.0,104.75,54.0,103.666666667,0,0,0,0,0,0,1,54,3,311,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-35028-53-17,192.168.3.29,35028,8.8.8.8,53,17,17/07/2019 03:58:29 PM,23991,1,3,53.0,499.0,53.0,53.0,53.0,0.0,235.0,53.0,166.33333333299998,98.8803991362,23008.6282356,166.729190113,7997.0,7764.65768724,15577.0,60.0,0.0,0.0,0.0,0.0,0.0,23991.0,11995.5,5149.85868738,15637.0,8354.0,0,0,0,0,8,24,41.6822975282,125.046892585,53.0,235.0,121.0,93.498663092,8742.0,0,0,0,0,0,0,0,0,3.0,151.25,53.0,166.33333333299998,0,0,0,0,0,0,1,53,3,499,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
